language_dependency,function_name,line_number,call_body
match.arg,dpik,424,"match.arg(scalest, c(""minim"", ""stdev"", ""iqr""))"
mean,dpik,433,"mean(x)"
mean,dpik,434,"mean(x)"
min,dpik,428,"min((quantile(x, 3/4)-quantile(x, 1/4))/1.349, sqrt(var(x)))"
quantile,dpik,427,"quantile(x, 3/4)"
quantile,dpik,427,"quantile(x, 1/4)"
quantile,dpik,428,"quantile(x, 3/4)"
quantile,dpik,428,"quantile(x, 1/4)"
seq,dpik,420,"seq(a, b, length.out = M)"
seq,dpik,437,"seq(sa, sb, length.out = M)"
sqrt,dpik,426,"sqrt(var(x))"
sqrt,dpik,428,"sqrt(var(x))"
sqrt,dpik,443,"sqrt(pi)"
sqrt,dpik,445,"sqrt(2)"
sqrt,dpik,448,"sqrt(2)"
sqrt,dpik,450,"sqrt(2/pi)"
sqrt,dpik,453,"sqrt(2)"
sqrt,dpik,455,"sqrt(2/pi)"
sqrt,dpik,457,"sqrt(2/pi)"
sqrt,dpik,460,"sqrt(2)"
sqrt,dpik,462,"sqrt(2/pi)"
sqrt,dpik,464,"sqrt(2/pi)"
sqrt,dpik,466,"sqrt(2/pi)"
sqrt,dpik,469,"sqrt(2)"
sqrt,dpik,471,"sqrt(2/pi)"
sqrt,dpik,473,"sqrt(2/pi)"
sqrt,dpik,475,"sqrt(2/pi)"
sqrt,dpik,477,"sqrt(2/pi)"
stop,dpik,400,"stop(""Level should be between 0 and 5"")"
stop,dpik,430,"stop(""scale estimate is zero for input data"")"
switch,dpik,406,"switch(kernel, ""normal"" = 1/((4*pi)^(1/10)), ""box"" = (9/2)^(1/5), ""epanech"" = 15^(1/5), ""biweight"" = 35^(1/5), ""triweight"" = (9450/143)^(1/5))"
switch,dpik,425,"switch(scalest, ""stdev"" = sqrt(var(x)), ""iqr""= (quantile(x, 3/4)-quantile(x, 1/4))/1.349, ""minim"" = min((quantile(x, 3/4)-quantile(x, 1/4))/1.349, sqrt(var(x))))"
var,dpik,426,"var(x)"
var,dpik,428,"var(x)"
abs,dpill,531,"abs(th24Q)"
c,dpill,561,"(sigsqkn*(b-a)/(2*sqrt(pi)*th22kn*n))^(1/5)"
cbind,dpill,494,"cbind(x, y)"
floor,dpill,498,"floor(trim*length(x))"
floor,dpill,499,"floor(trim*length(x))"
floor,dpill,518,"floor(n/divisor)"
floor,dpill,538,"floor(proptrun*M)"
floor,dpill,539,"floor(proptrun*M)"
length,dpill,498,"length(x)"
length,dpill,499,"length(x)"
length,dpill,505,"length(x)"
max,dpill,518,"max(min(floor(n/divisor), blockmax), 1)"
min,dpill,518,"min(floor(n/divisor), blockmax)"
seq,dpill,512,"seq(a, b, length.out = M)"
sort.list,dpill,495,"sort.list(xy[, 1L])"
sqrt,dpill,532,"sqrt(pi)"
sqrt,dpill,533,"sqrt(pi)"
sqrt,dpill,544,"sqrt(2)"
sqrt,dpill,544,"sqrt(3)"
sqrt,dpill,545,"sqrt(2*pi)"
sqrt,dpill,561,"sqrt(pi)"
sum,dpill,540,"sum((mddest[llow:lupp]^2)*xcounts[llow:lupp])"
sum,dpill,556,"sum(y^2)"
sum,dpill,556,"sum(mest*ycounts)"
sum,dpill,556,"sum((mest^2)*xcounts)"
sum,dpill,557,"sum(Sdg*xcounts)"
sum,dpill,557,"sum(SSTdg*xcounts)"
as.double,linbin,572,"as.double(X)"
as.double,linbin,573,"as.double(a)"
as.double,linbin,573,"as.double(b)"
as.integer,linbin,572,"as.integer(n)"
as.integer,linbin,573,"as.integer(M)"
as.integer,linbin,574,"as.integer(trun)"
double,linbin,574,"double(M)"
length,linbin,567,"length(X)"
length,linbin,568,"length(gpoints)"
as.double,linbin2D,592,"as.double(X)"
as.double,linbin2D,593,"as.double(a1)"
as.double,linbin2D,593,"as.double(a2)"
as.double,linbin2D,593,"as.double(b1)"
as.double,linbin2D,593,"as.double(b2)"
as.integer,linbin2D,592,"as.integer(n)"
as.integer,linbin2D,594,"as.integer(M1)"
as.integer,linbin2D,594,"as.integer(M2)"
c,linbin2D,585,"c(X[, 1L], X[, 2L])"
double,linbin2D,594,"double(M1*M2)"
length,linbin2D,586,"length(gpoints1)"
length,linbin2D,587,"length(gpoints2)"
matrix,linbin2D,595,"matrix(out[[9L]], M1, M2)"
nrow,linbin2D,584,"nrow(X)"
any,locpoly,610,"any(bandwidth <= 0)"
as.double,locpoly,701,"as.double(xcounts)"
as.double,locpoly,701,"as.double(ycounts)"
as.double,locpoly,702,"as.double(delta)"
as.double,locpoly,702,"as.double(hdisc)"
as.double,locpoly,705,"as.double(fkap)"
as.double,locpoly,705,"as.double(ss)"
as.double,locpoly,706,"as.double(tt)"
as.double,locpoly,706,"as.double(Smat)"
as.double,locpoly,706,"as.double(Tvec)"
as.double,locpoly,707,"as.double(curvest)"
as.integer,locpoly,613,"as.integer(drv)"
as.integer,locpoly,615,"as.integer(degree)"
as.integer,locpoly,625,"as.integer(bwdisc)"
as.integer,locpoly,702,"as.integer(drv)"
as.integer,locpoly,703,"as.integer(Lvec)"
as.integer,locpoly,703,"as.integer(indic)"
as.integer,locpoly,703,"as.integer(midpts)"
as.integer,locpoly,704,"as.integer(M)"
as.integer,locpoly,704,"as.integer(Q)"
as.integer,locpoly,704,"as.integer(pp)"
as.integer,locpoly,705,"as.integer(ppp)"
as.integer,locpoly,707,"as.integer(ipvt)"
exp,locpoly,663,"exp(seq(log(hlow), log(hupp), length.out = Q))"
floor,locpoly,666,"floor(tau*hdisc/delta)"
floor,locpoly,679,"floor(tau*bandwidth/delta)"
gamma,locpoly,709,"gamma(drv+1)"
length,locpoly,636,"length(x)"
length,locpoly,651,"length(xcounts)"
length,locpoly,660,"length(bandwidth)"
length,locpoly,676,"length(bandwidth)"
list,locpoly,711,"list(x = gpoints, y = curvest)"
log,locpoly,663,"log(hlow)"
log,locpoly,663,"log(hupp)"
log,locpoly,671,"log(hdisc)"
log,locpoly,674,"log(bandwidth)"
log,locpoly,674,"log(sort(bandwidth)[1L])"
matrix,locpoly,693,"matrix(0, M, ppp)"
matrix,locpoly,694,"matrix(0, M, pp)"
matrix,locpoly,695,"matrix(0, pp, pp)"
max,locpoly,619,"max(x)"
max,locpoly,621,"max(x)"
min,locpoly,619,"min(x)"
min,locpoly,621,"min(x)"
min,locpoly,684,"min(Lvec)"
missing,locpoly,610,"missing(bandwidth)"
missing,locpoly,614,"missing(degree)"
missing,locpoly,617,"missing(range.x)"
missing,locpoly,618,"missing(y)"
rep,locpoly,640,"rep(1, M)"
rep,locpoly,673,"rep(1, M)"
rep,locpoly,675,"rep(1, M)"
rep,locpoly,677,"rep(1, M)"
rep,locpoly,679,"rep(floor(tau*bandwidth/delta), Q)"
rep,locpoly,680,"rep(bandwidth, Q)"
rep,locpoly,690,"rep(0, dimfkap)"
rep,locpoly,691,"rep(0, M)"
rep,locpoly,692,"rep(0, Q)"
rep,locpoly,696,"rep(0, pp)"
rep,locpoly,697,"rep(0, pp)"
round,locpoly,674,"round(((log(bandwidth) - log(sort(bandwidth)[1L]))/gap) + 1)"
seq,locpoly,637,"seq(a, b, length.out = M)"
seq,locpoly,644,"seq(a, b, length.out = M)"
seq,locpoly,652,"seq(a, b, length.out = M)"
seq,locpoly,663,"seq(log(hlow), log(hupp), length.out = Q)"
sort,locpoly,661,"sort(bandwidth)"
sort,locpoly,662,"sort(bandwidth)"
sort,locpoly,674,"sort(bandwidth)"
stop,locpoly,611,"stop(""'bandwidth' must be strictly positive"")"
stop,locpoly,682,"stop(""'bandwidth' must be a scalar or an array of length 'gridsize'"")"
stop,locpoly,685,"stop(""Binning grid too coarse for current (small) bandwidth: consider increasing 'gridsize'"")"
sum,locpoly,689,"sum(Lvec)"
as.double,rlbin,723,"as.double(X)"
as.double,rlbin,723,"as.double(Y)"
as.double,rlbin,724,"as.double(a)"
as.double,rlbin,724,"as.double(b)"
as.integer,rlbin,723,"as.integer(n)"
as.integer,rlbin,724,"as.integer(M)"
as.integer,rlbin,724,"as.integer(trun)"
double,rlbin,725,"double(M)"
length,rlbin,718,"length(X)"
length,rlbin,719,"length(gpoints)"
list,rlbin,726,"list(xcounts = out[[8L]],  ycounts = out[[9L]])"
as.double,sdiag,799,"as.double(xcounts)"
as.double,sdiag,799,"as.double(delta)"
as.double,sdiag,800,"as.double(hdisc)"
as.double,sdiag,803,"as.double(ss)"
as.double,sdiag,803,"as.double(Smat)"
as.double,sdiag,803,"as.double(work)"
as.double,sdiag,804,"as.double(det)"
as.double,sdiag,804,"as.double(Sdg)"
as.integer,sdiag,741,"as.integer(bwdisc)"
as.integer,sdiag,800,"as.integer(Lvec)"
as.integer,sdiag,800,"as.integer(indic)"
as.integer,sdiag,801,"as.integer(midpts)"
as.integer,sdiag,801,"as.integer(M)"
as.integer,sdiag,801,"as.integer(Q)"
as.integer,sdiag,802,"as.integer(pp)"
as.integer,sdiag,802,"as.integer(ppp)"
as.integer,sdiag,804,"as.integer(ipvt)"
c,sdiag,736,"c(min(x), max(x))"
exp,sdiag,768,"exp(seq(log(hlow), log(hupp), length.out = Q))"
floor,sdiag,771,"floor(tau*hdisc/delta)"
floor,sdiag,784,"floor(tau*bandwidth/delta)"
length,sdiag,755,"length(xcounts)"
length,sdiag,765,"length(bandwidth)"
length,sdiag,781,"length(bandwidth)"
list,sdiag,806,"list(x = gpoints,  y = out[[17L]])"
log,sdiag,768,"log(hlow)"
log,sdiag,768,"log(hupp)"
log,sdiag,776,"log(hdisc)"
log,sdiag,779,"log(bandwidth)"
log,sdiag,779,"log(sort(bandwidth)[1L])"
matrix,sdiag,792,"matrix(0, M, ppp)"
matrix,sdiag,793,"matrix(0, pp, pp)"
max,sdiag,736,"max(x)"
min,sdiag,736,"min(x)"
min,sdiag,789,"sum(Lvec)"
missing,sdiag,736,"missing(range.x)"
rep,sdiag,778,"rep(1, M)"
rep,sdiag,780,"rep(1, M)"
rep,sdiag,782,"rep(1, M)"
rep,sdiag,784,"rep(floor(tau*bandwidth/delta), Q)"
rep,sdiag,785,"rep(bandwidth, Q)"
rep,sdiag,790,"rep(0, dimfkap)"
rep,sdiag,791,"rep(0, Q)"
rep,sdiag,794,"rep(0, pp)"
rep,sdiag,795,"rep(0, 2L)"
rep,sdiag,796,"rep(0, pp)"
rep,sdiag,797,"rep(0, M)"
round,sdiag,779,"round(((log(bandwidth) - log(sort(bandwidth)[1L]))/gap) + 1)"
seq,sdiag,751,"seq(a, b, length.out = M)"
seq,sdiag,756,"seq(a, b, length.out = M)"
seq,sdiag,768,"seq(log(hlow), log(hupp), length.out = Q)"
sort,sdiag,766,"sort(bandwidth)"
sort,sdiag,767,"sort(bandwidth)"
sort,sdiag,779,"sort(bandwidth)"
stop,sdiag,787,"stop(""'bandwidth' must be a scalar or an array of length 'gridsize'"")"
sum,sdiag,789,"sum(Lvec)"
as.double,sstdiag,878,"as.double(xcounts)"
as.double,sstdiag,878,"as.double(delta)"
as.double,sstdiag,879,"as.double(hdisc)"
as.double,sstdiag,882,"as.double(ss)"
as.double,sstdiag,882,"as.double(uu)"
as.double,sstdiag,883,"as.double(Smat)"
as.double,sstdiag,883,"as.double(Umat)"
as.double,sstdiag,883,"as.double(work)"
as.double,sstdiag,884,"as.double(det)"
as.double,sstdiag,884,"as.double(SSTd)"
as.integer,sstdiag,820,"as.integer(bwdisc)"
as.integer,sstdiag,879,"as.integer(Lvec)"
as.integer,sstdiag,879,"as.integer(indic)"
as.integer,sstdiag,880,"as.integer(midpts)"
as.integer,sstdiag,880,"as.integer(M)"
as.integer,sstdiag,880,"as.integer(Q)"
as.integer,sstdiag,881,"as.integer(pp)"
as.integer,sstdiag,881,"as.integer(ppp)"
as.integer,sstdiag,884,"as.integer(ipvt)"
c,sstdiag,816,"c(min(x), max(x))"
exp,sstdiag,845,"exp(seq(log(hlow), log(hupp), length.out = Q))"
floor,sstdiag,848,"floor(tau*hdisc/delta)"
floor,sstdiag,861,"floor(tau*bandwidth/delta)"
length,sstdiag,833,"length(xcounts)"
length,sstdiag,842,"length(bandwidth)"
length,sstdiag,858,"length(bandwidth)"
list,sstdiag,886,"list(x = gpoints, y = SSTd)"
log,sstdiag,845,"log(hlow)"
log,sstdiag,845,"log(hupp)"
log,sstdiag,853,"log(hdisc)"
log,sstdiag,856,"log(bandwidth)"
log,sstdiag,856,"log(sort(bandwidth)[1L])"
matrix,sstdiag,869,"matrix(0, M, ppp)"
matrix,sstdiag,870,"matrix(0, M, ppp)"
matrix,sstdiag,871,"matrix(0, pp, pp)"
matrix,sstdiag,872,"matrix(0, pp, pp)"
max,sstdiag,816,"max(x)"
min,sstdiag,816,"min(x)"
missing,sstdiag,816,"missing(range.x)"
rep,sstdiag,855,"rep(1, M)"
rep,sstdiag,857,"rep(1, M)"
rep,sstdiag,859,"rep(1, M)"
rep,sstdiag,861,"rep(floor(tau*bandwidth/delta), Q)"
rep,sstdiag,862,"rep(bandwidth, Q)"
rep,sstdiag,867,"rep(0, dimfkap)"
rep,sstdiag,868,"rep(0, Q)"
rep,sstdiag,873,"rep(0, pp)"
rep,sstdiag,874,"rep(0, 2L)"
rep,sstdiag,875,"rep(0, pp)"
rep,sstdiag,876,"rep(0, M)"
round,sstdiag,856,"round(((log(bandwidth) - log(sort(bandwidth)[1L]))/gap) + 1)"
seq,sstdiag,829,"seq(a, b, length.out = M)"
seq,sstdiag,834,"seq(a, b, length.out = M)"
seq,sstdiag,845,"seq(log(hlow), log(hupp), length.out = Q)"
sort,sstdiag,843,"sort(bandwidth)"
sort,sstdiag,844,"sort(bandwidth)"
sort,sstdiag,856,"sort(bandwidth)"
stop,sstdiag,864,"stop(""'bandwidth' must be a scalar or an array of length 'gridsize'"")"
sum,sstdiag,866,"sum(Lvec)"
library.dynam.unload,.onUnload,893,"library.dynam.unload(""KernSmooth"",  libpath)"
packageStartupMessage,.onAttach,890,"packageStartupMessage(""KernSmooth 2.23 loaded\nCopyright M. P. Wand 1997-2009"")"
